index,Rk,Player,Pos,Tm,Cap Hit
495,496.0,T.J. Johnson,C,CIN,1300000.0
496,,Nick Perry,DE,GNB,1300000.0
497,,Sean Lee,LB,DAL,1300000.0
498,,Patrick DiMarco,FB,BUF,1300000.0
499,,Andre Roberts,WR,ATL,1300000.0
500,,Johnson Bademosi,DB,NWE,1300000.0
501,502.0,Devonta Freeman,RB,ATL,1297000.0
502,,Morgan Moses,OT,WAS,1297000.0
503,504.0,Travis Frederick,C,DAL,1296000.0
504,505.0,Cameron Erving,OT,KAN,1292188.0
505,506.0,Nelson Agholor,WR,PHI,1287489.0
506,507.0,Cedric Ogbuehi,OT,CIN,1282789.0
507,508.0,Ethan Westbrooks,DE,LAR,1282175.0
508,509.0,DeForest Buckner,DE,SFO,1276863.0
509,510.0,Tyron Smith,OT,DAL,1275000.0
510,,Senio Kelemete,T,NOR,1275000.0
511,512.0,Bud Dupree,DE,PIT,1273390.0
512,513.0,Shane Ray,DE,DEN,1263991.0
513,514.0,Tyler Bray,QB,KAN,1252500.0
514,515.0,Joe Haden,DB,PIT,1250000.0
515,,Karl Klug,DL,TEN,1250000.0
516,,Akeem Spence,DT,DET,1250000.0
517,,Kemal Ishmael,DB,ATL,1250000.0
518,,Dont'a Hightower,ILB,NWE,1250000.0
519,,Ben Watson,TE,BAL,1250000.0
520,,Chris Maragos,DB,PHI,1250000.0
521,,Kyle Wilber,OLB,DAL,1250000.0
522,,Andre Smith,T,CIN,1250000.0
523,,Michael Brockers,DT,LAR,1250000.0
524,,Daren Bates,LB,TEN,1250000.0
525,,Jack Crawford,DE,ATL,1250000.0
526,,Brandon LaFell,WR,CIN,1250000.0
527,,Danny Amendola,WR,NWE,1250000.0
528,,Al Woods,DT,IND,1250000.0
529,,Tyson Alualu,DT,PIT,1250000.0
530,,Jason Pierre-Paul,DE,NYG,1250000.0
531,,Aldrick Robinson,WR,SFO,1250000.0
532,,Kendall Wright,WR,CHI,1250000.0
533,,Donnie Jones,P,PHI,1250000.0
534,535.0,D.J. Humphries,OT,ARI,1245192.0
535,536.0,Cornelius Washington,DE,DET,1237500.0
536,537.0,Shaq Thompson,OLB,CAR,1235793.0
537,538.0,Breshad Perriman,WR,BAL,1226392.0
538,539.0,Mason Foster,LB,WAS,1225000.0
539,540.0,Byron Jones,CB,DAL,1216995.0
540,541.0,Laken Tomlinson,OG,SFO,1212296.0
541,542.0,Darrius Heyward-Bey,WR,PIT,1200000.0
542,,Harry Douglas,WR,TEN,1200000.0
543,,Ryan Allen,P,NWE,1200000.0
544,,Dion Lewis,RB,NWE,1200000.0
545,,Marcus Gilchrist,DB,HOU,1200000.0
546,,Alfred Morris,RB,DAL,1200000.0
547,548.0,Xavier Su'a-Filo,OG,HOU,1177036.0
548,549.0,Phillip Dorsett,WR,NWE,1174583.0
549,550.0,Jack Conklin,OT,TEN,1172621.0
550,551.0,Demarcus Lawrence,DE,DAL,1170907.0
551,552.0,Leonard Floyd,OLB,CHI,1167403.0
552,553.0,Damarious Randall,FS,GNB,1154612.0
553,554.0,Eric Wood,C,BUF,1150000.0
554,,Jahri Evans,T,GNB,1150000.0
555,,Linval Joseph,DT,MIN,1150000.0
556,557.0,Eli Apple,CB,NYG,1138742.0
557,558.0,Malcom Brown,DT,NWE,1127112.0
558,559.0,Marqise Lee,WR,JAX,1125549.0
559,560.0,Brad Wing,P,NYG,1125000.0
560,561.0,Cody Davis,S,LAR,1111111.0
561,562.0,Lamarcus Joyner,CB,LAR,1105934.0
562,563.0,Craig Robertson,LB,NOR,1105000.0
563,564.0,Demetrius Harris,TE,KAN,1100000.0
564,,Russell Shepard,WR,CAR,1100000.0
565,,Jonathan Stewart,RB,CAR,1100000.0
566,,DeAngelo Hall,DB,WAS,1100000.0
567,,Margus Hunt,DE,IND,1100000.0
568,,Jacquizz Rodgers,RB,TAM,1100000.0
569,,Tress Way,P,WAS,1100000.0
570,,Anthony Sherman,RB,KAN,1100000.0
571,,L.P. Ladouceur,LS,DAL,1100000.0
572,,Tank Carradine,DE,SFO,1100000.0
573,,David DeCastro,G,PIT,1100000.0
574,575.0,Jordan Matthews,WR,BUF,1094900.0
575,576.0,Vernon Hargreaves,CB,TAM,1094439.0
576,577.0,Weston Richburg,C,NYG,1085093.0
577,578.0,Eddie Pleasant,SS,HOU,1078000.0
578,579.0,Kiko Alonso,ILB,MIA,1075000.0
579,,Theo Riddick,RB,DET,1075000.0
580,581.0,Josh Gordon,WR,CLE,1068406.0
581,582.0,Paul Richardson,WR,SEA,1062659.0
582,583.0,Marshall Newhouse,GT,OAK,1050000.0
583,,DeShawn Shead,DB,SEA,1050000.0
584,585.0,Sheldon Rankins,DT,NOR,1031893.0
585,586.0,Bradley Roby,CB,DEN,1018072.0
586,587.0,Timmy Jernigan,DT,PHI,1017284.0
587,588.0,Laremy Tunsil,OT,MIA,1016257.0
588,589.0,Stephone Anthony,ILB,MIA,1004015.0
589,590.0,Charles Johnson,DE,CAR,1000000.0
590,,Brock Coyle,LB,SFO,1000000.0
591,,Lawrence Timmons,LB,MIA,1000000.0
592,,Dekoda Watson,LB,SFO,1000000.0
593,,Brian Winters,OG,NYJ,1000000.0
594,,Matt Kalil,OT,CAR,1000000.0
595,,Frostee Rucker,DE,ARI,1000000.0
596,,Nick Foles,QB,PHI,1000000.0
597,,Corey Graham,DB,PHI,1000000.0
598,,Kelvin Benjamin,WR,2TM,1000000.0
599,,Ross Cockrell,CB,NYG,1000000.0
600,,Pat Sims,DT,CIN,1000000.0
601,,Ryan Mallett,QB,BAL,1000000.0
602,,Sherrick McManis,DB,CHI,1000000.0
603,,Karlos Dansby,LB,ARI,1000000.0
604,,Willie Young,DE,CHI,1000000.0
605,,La'el Collins,OT,DAL,1000000.0
606,,Daniel Kilgore,OL,SFO,1000000.0
607,,Mike Adams,DB,CAR,1000000.0
608,,Luke Willson,TE,SEA,1000000.0
609,,Byron Bell,T,DAL,1000000.0
610,,Eric Weems,WR,TEN,1000000.0
611,,Tom Compton,T,CHI,1000000.0
612,,David Harris,LB,NWE,1000000.0
613,,Mario Addison,DE,CAR,1000000.0
614,,Beau Brinkley,LSTE,TEN,1000000.0
615,,Jeremy Maclin,WR,BAL,1000000.0
616,,Lance Dunbar,RB,LAR,1000000.0
617,,Kellen Clemens,QB,LAC,1000000.0
618,,Terrance Williams,WR,DAL,1000000.0
619,,Justin Durant,LB,DAL,1000000.0
620,,Alshon Jeffery,WR,PHI,1000000.0
621,,Breno Giacomini,G,HOU,1000000.0
622,,Christian Jones,ILB,CHI,1000000.0
623,,Stephon Tuitt,DT,PIT,1000000.0
624,,Don Muhlbach,C,DET,1000000.0
625,,Lee Smith,TE,OAK,1000000.0
626,,Kamar Aiken,WR,IND,1000000.0
627,,Mason Crosby,K,GNB,1000000.0
628,,Danny Woodhead,RB,BAL,1000000.0
629,,Chris Long,DE,PHI,1000000.0
630,,Jon Ryan,P,SEA,1000000.0
631,,Tramon Williams,DB,ARI,1000000.0
632,,Derrick Johnson,LB,KAN,1000000.0
633,,Zak DeOssie,LB,NYG,1000000.0
634,,Tom Brady,QB,NWE,1000000.0
635,,Adrian Peterson,RB,2TM,1000000.0
636,,Kasim Edebali,OLB,2TM,1000000.0
637,,Stephen Paea,DT,DAL,1000000.0
638,,Tyvon Branch,DB,ARI,1000000.0
639,,Julius Peppers,DE,CAR,1000000.0
640,,Anthony Castonzo,OL,IND,1000000.0
641,,Matthew Stafford,QB,DET,1000000.0
642,,Darius Butler,DB,IND,1000000.0
643,,Jack Doyle,TE,IND,1000000.0
644,,Joe Berger,T,MIN,1000000.0
645,,Andy Lee,P,ARI,1000000.0
646,,Mitch Unrein,DT,CHI,1000000.0
647,,Jonathan Cooper,OG,DAL,1000000.0
648,,Ryan Schraeder,T,ATL,1000000.0
649,,Jon Condo,LB,OAK,1000000.0
650,,Nick Folk,K,TAM,1000000.0
651,,Brandon Fusco,OL,SFO,1000000.0
652,,Zach Kerr,NT,DEN,1000000.0
653,,Nolan Carroll,DB,DAL,1000000.0
654,,John Kuhn,FB,NOR,1000000.0
655,,Ahmad Brooks,LB,GNB,1000000.0
656,,Keenan Allen,WR,LAC,1000000.0
657,658.0,Jeremiah Attaochu,OLB,LAC,993150.0
658,659.0,Landon Collins,SS,NYG,991415.0
659,660.0,Kyle Van Noy,OLB,NWE,990741.0
660,661.0,Karl Joseph,SS,OAK,990196.0
661,662.0,Darqueze Dennard,CB,CIN,988032.0
662,663.0,Donovan Smith,OT,TAM,986715.0
663,664.0,Mario Edwards,DE,OAK,982015.0
664,665.0,Corey Coleman,WR,CLE,979773.0
665,666.0,Rhett Ellison,FB,NYG,975000.0
666,,Ted Larsen,C,MIA,975000.0
667,,Don Carey,DB,DET,975000.0
668,,Kyle Nelson,TE,SFO,975000.0
669,670.0,T.J. Yeldon,RB,JAX,972617.0
670,671.0,Troy Niklas,TE,ARI,968632.0
671,672.0,Preston Smith,DE,WAS,960395.0
672,673.0,Dee Ford,DE,KAN,957704.0
673,674.0,Davante Adams,WR,GNB,956373.0
674,675.0,Eddie Goldman,DT,CHI,951938.0
675,676.0,Case Keenum,QB,MIN,950000.0
676,,Derek Carrier,WR,LAR,950000.0
677,,Jayrone Elliott,LB,DAL,950000.0
678,,Reshad Jones,DB,MIA,950000.0
679,680.0,Taylor Decker,OT,DET,948499.0
680,681.0,T.J. McDonald,FS,MIA,944445.0
681,682.0,Keanu Neal,FS,ATL,938075.0
682,683.0,Austin Seferian-Jenkins,TE,NYJ,936690.0
683,684.0,Alex Okafor,DE,NOR,935000.0
684,685.0,Cody Latimer,WR,DEN,925725.0
685,686.0,Ryan Kelly,C,IND,925045.0
686,687.0,John Jerry,G,NYG,925000.0
687,688.0,Benardrick McKinney,ILB,HOU,920921.0
688,689.0,Shaq Lawson,DE,BUF,917226.0
689,690.0,Darron Lee,OLB,NYJ,914620.0
690,691.0,Hau'oli Kikaha,OLB,NOR,913755.0
691,692.0,Will Fuller,WR,HOU,912014.0
692,693.0,Antonio Brown,WR,PIT,910000.0
693,694.0,Jack Mewhort,OT,IND,907337.0
694,695.0,Josh Doctson,WR,WAS,906802.0
695,696.0,Eric Kendricks,ILB,MIN,903720.0
696,697.0,Laquon Treadwell,WR,MIN,901590.0
697,698.0,Rey Maualuga,LB,MIA,900000.0
698,,Eric Berry,DB,KAN,900000.0
699,,Mike Tolbert,RB,BUF,900000.0
700,,Anthony Levine,S,BAL,900000.0
701,,Captain Munnerlyn,DB,CAR,900000.0
702,,Ramon Humber,LB,BUF,900000.0
703,,Kendall Langford,DE,HOU,900000.0
704,,Tavon Wilson,FS,DET,900000.0
705,,Joe Webb,WR,BUF,900000.0
706,,LeGarrette Blount,RB,PHI,900000.0
707,,Morgan Cox,C,BAL,900000.0
708,,Demario Davis,OLB,NYJ,900000.0
709,,Phillip Supernaw,TE,TEN,900000.0
710,,Tramaine Brock,DB,MIN,900000.0
711,,Sam Young,T,MIA,900000.0
712,,Connor Barth,K,CHI,900000.0
713,,Jon Weeks,C,HOU,900000.0
714,,Nick Sundberg,C,WAS,900000.0
715,,Frank Zombo,LB,KAN,900000.0
716,,Alterraun Verner,DB,MIA,900000.0
717,,Garrison Sanborn,C,TAM,900000.0
718,,Latavius Murray,RB,MIN,900000.0
719,,J.J. Jansen,C,CAR,900000.0
720,,Brett Goode,LB,GNB,900000.0
721,,Chandler Catanzaro,K,NYJ,900000.0
722,,Martellus Bennett,TE,2TM,900000.0
723,,Lamarr Houston,DT,2TM,900000.0
724,,Jamaal Charles,RB,DEN,900000.0
725,,Lawrence Guy,DT,NWE,900000.0
726,,John Sullivan,C,LAR,900000.0
727,,Matt Slater,WR,NWE,900000.0
728,,Evander Hood,DT,WAS,900000.0
729,,Brandon Tate,WR,BUF,900000.0
730,,Roy Miller,DT,KAN,900000.0
731,,Blaine Gabbert,QB,ARI,900000.0
732,,Glover Quin,DB,DET,900000.0
733,,Colt Anderson,DB,BUF,900000.0
734,,Caleb Sturgis,K,PHI,900000.0
735,,Mike Windt,C,LAC,900000.0
736,,John Denney,DE-C,MIA,900000.0
737,,Chase Daniel,QB,NOR,900000.0
738,,Darren McFadden,RB,DAL,900000.0
739,,Lardarius Webb,DB,BAL,900000.0
740,741.0,Allen Robinson,WR,JAX,898755.0
741,742.0,Jarvis Landry,WR,MIA,893852.0
742,743.0,Justin Britt,OT,SEA,891400.0
743,744.0,William Jackson,CB,CIN,891166.0
744,745.0,Michael Floyd,WR,MIN,887058.0
745,746.0,Artie Burns,CB,PIT,885954.0
746,747.0,Darryl Tapp,DE,TAM,882353.0
747,748.0,Jeremy Hill,RB,CIN,881855.0
748,749.0,Paxton Lynch,QB,DEN,880741.0
749,750.0,Eric Rowe,CB,NWE,878623.0
750,751.0,Kenny Clark,DT,GNB,875529.0
751,752.0,Ryan Griffin,TE,HOU,875000.0
752,753.0,Jason Verrett,CB,LAC,860000.0
753,754.0,Fozzy Whittaker,RB,CAR,850000.0
754,,Manti Te'o,ILB,NOR,850000.0
755,,Colton Schmidt,P,BUF,850000.0
756,,LaRoy Reynolds,LB,ATL,850000.0
757,,Chris Banjo,S,NOR,850000.0
758,,Nate Palmer,LB,TEN,850000.0
759,,Vlad Ducasse,G,BUF,850000.0
760,,Matt Tobin,T,SEA,850000.0
761,762.0,Chris Johnson,RB,ARI,847059.0
762,763.0,Nate Orchard,OLB,CLE,841028.0
763,764.0,Robert Nkemdiche,DT,ARI,840936.0
764,765.0,Keith Tandy,S,TAM,840000.0
765,766.0,Devin Funchess,WR,CAR,836900.0
766,767.0,Mitch Morse,OT,KAN,834826.0
767,768.0,Denzel Perryman,ILB,LAC,831724.0
768,769.0,Vernon Butler,DT,CAR,831660.0
769,770.0,Jordan Phillips,DT,MIA,831628.0
770,771.0,Germain Ifedi,OT,SEA,825687.0
771,772.0,Nate Ebner,DB,NWE,825000.0
772,773.0,Carlos Hyde,RB,SFO,822047.0
773,774.0,Jimmy Garoppolo,QB,SFO,820077.0
774,775.0,Kony Ealy,DE,NYJ,803660.0
775,776.0,Maxx Williams,TE,BAL,803431.0
776,777.0,Ronald Darby,CB,PHI,800426.0
777,778.0,Michael Wilhoite,LB,SEA,800000.0
778,,Sealver Siliga,DT,TAM,800000.0
779,,Neiko Thorpe,DB,SEA,800000.0
780,,Lance Kendricks,TE,GNB,800000.0
781,,Bradley McDougald,FS,SEA,800000.0
782,,Shareece Wright,DB,BUF,800000.0
783,,LaAdrian Waddle,T,NWE,800000.0
784,,Joe Looney,G,DAL,800000.0
785,,Kevin Minter,ILB,CIN,800000.0
786,,James Develin,RB,NWE,800000.0
787,,Robert Turbin,RB,IND,800000.0
788,,Andre Holmes,WR,BUF,800000.0
789,,Chris Jones,P,DAL,800000.0
790,,Brice Butler,WR,DAL,800000.0
791,,Blair Walsh,K,SEA,800000.0
792,793.0,Trai Turner,OG,CAR,797000.0
793,794.0,Rob Havenstein,OT,LAR,795911.0
794,795.0,Ricky Jean-Francois,DT,2TM,794118.0
795,796.0,Billy Turner,OT,DEN,794000.0
796,797.0,Jaquiski Tartt,SS,SFO,792910.0
797,798.0,Markus Golden,OLB,ARI,791212.0
798,799.0,Ty Sambrailo,OT,ATL,784633.0
799,800.0,Brandin Cooks,WR,NWE,781599.0
800,801.0,Josh Harris,LS,ATL,780000.0
801,802.0,Ha Ha Clinton-Dix,FS,GNB,778534.0
802,803.0,Quinten Rollins,CB,GNB,775233.0
803,804.0,Quinton Dial,DE,GNB,775001.0
804,805.0,Austin Davis,QB,SEA,775000.0
805,,Josh Bynes,LB,ARI,775000.0
806,,Brandon Williams,TE,IND,775000.0
807,,Geno Smith,QB,NYG,775000.0
808,,Chris Carter,DL,WAS,775000.0
809,,Colin Jones,DB,CAR,775000.0
810,,Josh Bellamy,WR,CHI,775000.0
811,,Terence Garvin,LB,SEA,775000.0
812,,Brian Quick,WR,WAS,775000.0
813,,Jaron Brown,WR,ARI,775000.0
814,,Rashaan Melvin,CB,IND,775000.0
815,,Zach Ertz,TE,PHI,775000.0
816,,Coty Sensabaugh,CB,PIT,775000.0
817,,Julian Stanford,LB,NYJ,775000.0
818,,Brandon Williams,DT,BAL,775000.0
819,,A.Q. Shipley,C,ARI,775000.0
820,,John Jenkins,DT,CHI,775000.0
821,,Jimmy Smith,CB,BAL,775000.0
822,,Taiwan Jones,RB,BUF,775000.0
823,,Wes Horton,DE,CAR,775000.0
824,,Sam Acho,OLB,CHI,775000.0
825,,Randy Bullock,K,CIN,775000.0
826,,Dennis Kelly,OT,TEN,775000.0
827,,Bruce Carter,LB,NYJ,775000.0
828,,Cameron Heyward,DE,PIT,775000.0
829,,Amini Silatolu,T,CAR,775000.0
830,,Blidi Wreh-Wilson,CB,ATL,775000.0
831,,Brock Osweiler,QB,DEN,775000.0
832,,Jordan Todman,RB,HOU,775000.0
833,,Josh LeRibeus,G,NOR,775000.0
834,,Rafael Bush,S,NOR,775000.0
835,,Oday Aboushi,OT,SEA,775000.0
836,,Tyrunn Walker,DL,LAR,775000.0
837,,Andre Ellington,RB,2TM,775000.0
838,,Ryan Davis,DE,BUF,775000.0
839,,Darryl Morris,CB,NYG,775000.0
840,,J.T. Thomas,LB,NYG,775000.0
841,,Jake McQuaide,LS,LAR,775000.0
842,,Benny Cunningham,RB,CHI,775000.0
843,,Tony Bergstrom,OT,2TM,775000.0
844,,Courtney Upshaw,OLB,ATL,775000.0
845,,Robert McClain,DB,TAM,775000.0
846,,Kevin McDermott,LS,MIN,775000.0
847,,Brian Schwenke,C,TEN,775000.0
848,,EJ Manuel,QB,OAK,775000.0
849,,Stefen Wisniewski,OL,PHI,775000.0
850,,Ben Jacobs,LB,CAR,775000.0
851,,Nickell Robey-Coleman,CB,LAR,775000.0
852,,Sterling Moore,CB,NOR,775000.0
853,,Jeremy Kerley,WR,NYJ,775000.0
854,,Austin Pasztor,OL,ATL,775000.0
855,,Kai Forbath,K,MIN,775000.0
856,,Rodney McLeod,S,PHI,775000.0
857,,Arrelious Benn,WR,JAX,775000.0
858,,Junior Galette,DE,WAS,775000.0
859,,Patrick Omameh,G,JAX,775000.0
860,,Doug Baldwin,WR,SEA,775000.0
861,,Leonard Johnson,CB,BUF,775000.0
862,,Najee Goode,ILB,PHI,775000.0
863,,Bradley Sowell,T,CHI,775000.0
864,,Cedric Thornton,DT,BUF,775000.0
865,,MarQueis Gray,TE,MIA,775000.0
866,,Jarvis Jenkins,DL,KAN,775000.0
867,,Patrick Robinson,DB,PHI,775000.0
868,,Aaron Brewer,LS,ARI,775000.0
869,,Justin Hunter,WR,PIT,775000.0
870,,Brandon Bolden,RB,NWE,775000.0
871,,Matt Overton,LS,JAX,775000.0
872,,Ryan Quigley,P,MIN,775000.0
873,,Kyle Love,DT,CAR,775000.0
874,,Damion Square,DE,LAC,775000.0
875,,David Bakhtiari,OT,GNB,775000.0
876,,Logan Paulsen,TE,SFO,775000.0
877,878.0,Frank Clark,DE,SEA,774294.0
878,879.0,Jordan Richards,SS,NWE,772413.0
879,880.0,Jake Fisher,OT,CIN,772229.0
880,881.0,Charles Sims,RB,TAM,764000.0
881,882.0,Chance Warmack,OG,PHI,760000.0
882,883.0,Emmanuel Ogbah,DE,CLE,750438.0
883,884.0,Branden Oliver,RB,LAC,750000.0
884,,Josh Mauro,DE,ARI,750000.0
885,886.0,Kevin Dodd,DE,TEN,747832.0
886,887.0,Jaylon Smith,OLB,DAL,745226.0
887,888.0,Hunter Henry,TE,LAC,740014.0
888,889.0,Myles Jack,OLB,JAX,737929.0
889,890.0,Sean Mannion,QB,LAR,730037.0
890,891.0,Steven Johnson,LB,2TM,729412.0
891,,Jeff Locke,P,DET,729412.0
892,,Asa Jackson,CB,SFO,729412.0
893,,Nick Bellore,LB,DET,729412.0
894,,Sean Spence,LB,2TM,729412.0
895,896.0,Jelani Jenkins,OLB,HOU,729411.0
896,897.0,Xavien Howard,CB,MIA,728547.0
897,898.0,Jay Bromley,DT,NYG,725000.0
898,899.0,Noah Spence,DE,TAM,724377.0
899,900.0,A.J. Cann,OG,JAX,721000.0
900,901.0,Sterling Shepard,WR,NYG,720208.0
901,902.0,Reggie Ragland,ILB,KAN,715517.0
902,903.0,Kamalei Correa,OLB,BAL,711347.0
903,904.0,Clive Walford,TE,OAK,710646.0
904,905.0,Kareem Martin,DE,ARI,710000.0
905,906.0,Chris Jones,DT,KAN,708238.0
906,907.0,Austin Johnson,DT,TEN,707374.0
907,908.0,Leon Hall,DB,SFO,705882.0
908,909.0,Terrence Brooks,FS,NYJ,705000.0
909,910.0,Ali Marpet,C,TAM,703054.0
910,911.0,Jihad Ward,DE,OAK,701809.0
911,912.0,Jerick McKinnon,RB,MIN,700000.0
912,,Tre Boston,FS,LAC,700000.0
913,,Charcandrick West,RB,KAN,700000.0
914,,Logan Thomas,TE,BUF,700000.0
915,,Darren Fells,TE,DET,700000.0
916,,James Hurst,OT,BAL,700000.0
917,,Phillip Gaines,CB,KAN,700000.0
918,,Michael Campanaro,WR,BAL,700000.0
919,,Jonotthan Harrison,C,NYJ,700000.0
920,921.0,Derrick Henry,RB,TEN,695815.0
921,922.0,Tyler Lockett,WR,SEA,695000.0
922,923.0,Alfred Blue,RB,HOU,690000.0
923,,Derrick Coleman,RB,ATL,690000.0
924,,Steven Terrell,DB,KAN,690000.0
925,,Tyler Shatley,OG,JAX,690000.0
926,,Tommy Bohanon,FB,JAX,690000.0
927,,Antone Exum,CB,SFO,690000.0
928,,Pierre Desir,CB,IND,690000.0
929,,Nick Williams,WR,ATL,690000.0
930,,Mike Pennel,DT,NYJ,690000.0
931,,Ty Nsekhe,T,WAS,690000.0
932,,Terrance Mitchell,CB,KAN,690000.0
933,,Chris Smith,DE,CIN,690000.0
934,,Kenneth Acker,CB,KAN,690000.0
935,,De'Anthony Thomas,RB,KAN,690000.0
936,,Tom Savage,QB,HOU,690000.0
937,,Daniel Sorensen,S,KAN,690000.0
938,,Ryan Grant,WR,WAS,690000.0
939,,Laurent Duvernay-Tardif,OT,KAN,690000.0
940,,Marcus Burley,CB,HOU,690000.0
941,,Daniel McCullers,DT,PIT,690000.0
942,,Marquis Flowers,OLB,NWE,690000.0
943,,Beau Allen,DT,PHI,690000.0
944,,Marcus Smith,DE,SEA,690000.0
945,,Walt Aikens,CB,MIA,690000.0
946,,Bruce Ellington,WR,HOU,690000.0
947,,Jimmie Ward,SS,SFO,690000.0
948,,Corey Nelson,OLB,DEN,690000.0
949,,Nat Berhe,SS,NYG,690000.0
950,,Orleans Darkwa,RB,NYG,690000.0
951,,Brent Urban,DE,BAL,690000.0
952,,Dontae Johnson,FS,SFO,690000.0
953,,David King,DE,TEN,690000.0
954,,Andrew DePaola,LS,CHI,690000.0
955,,T.J. Jones,WR,DET,690000.0
956,,Jordan Tripp,OLB,ATL,690000.0
957,,Adarius Glanton,LB,TAM,690000.0
958,,Cameron Brate,TE,TAM,690000.0
959,,Jake Matthews,OT,ATL,690000.0
960,,Keith McGill,CB,OAK,690000.0
961,,Dakota Dozier,OT,NYJ,690000.0
962,,Sammy Watkins,WR,LAR,690000.0
963,,Will Clarke,DE,TAM,690000.0
964,,Pat O'Donnell,P,CHI,690000.0
965,,Jerel Worthy,DT,BUF,690000.0
966,,Ben Garland,DL,ATL,690000.0
967,,James White,RB,NWE,690000.0
968,,Jonathan Bostic,LB,IND,690000.0
969,,Mike Evans,WR,TAM,690000.0
970,,Khalil Mack,OLB,OAK,690000.0
971,,Kevin Pierre-Louis,OLB,KAN,690000.0
972,,Jadeveon Clowney,DE,HOU,690000.0
973,,Kenny Wiggins,T,LAC,690000.0
974,,Luke Bowanko,C,BAL,690000.0
975,,Dustin Hopkins,K,WAS,690000.0
976,,Keith Smith,LB,DAL,690000.0
977,,Brandon Dunn,DT,HOU,690000.0
978,,Jay Prosch,FB,HOU,690000.0
979,,A.J. McCarron,QB,CIN,690000.0
980,,Terrence Fede,DE,MIA,690000.0
981,,Jaylen Watkins,CB,PHI,690000.0
982,,Adrian Phillips,DB,LAC,690000.0
983,,Joe Banyard,RB,BUF,690000.0
984,,Cody Parkey,K,MIA,690000.0
985,,Brittan Golden,WR,ARI,690000.0
986,,Steven Means,DE,PHI,690000.0
987,,Dewey McDonald,S,SEA,690000.0
988,,Peyton Thompson,CB,JAX,690000.0
989,,Jeff Janis,WR,GNB,690000.0
990,,Jeremiah Sirles,OT,MIN,690000.0
991,,Kerwynn Williams,RB,ARI,690000.0
992,,Bene Benwikere,CB,DAL,690000.0
993,,Cassius Marsh,DE,2TM,690000.0
994,995.0,Nick Novak,K,LAC,688235.0
995,,John Hughes,DT,NOR,688235.0
996,,John Greco,T,NYG,688235.0
997,998.0,A'Shawn Robinson,DT,DET,687892.0
